,0
1,0.3288440704345703
2,0.0939439907670021
3,0.03543655574321747
4,0.06580591201782227
5,0.040589649230241776
6,0.042531322687864304
7,0.052858173847198486
8,0.03358779475092888
9,0.045272860676050186
10,0.05924901366233826
11,0.04655012488365173
12,0.03800926357507706
13,0.03565207123756409
14,0.04052715748548508
15,0.04415132477879524
16,0.05921231582760811
17,0.034773703664541245
18,0.030283845961093903
19,0.044518619775772095
20,0.05410527065396309
21,0.05669870972633362
22,0.045616548508405685
23,0.051304351538419724
24,0.05157236009836197
25,0.023938454687595367
26,0.03703451529145241
27,0.03875560685992241
28,0.049135975539684296
29,0.043004535138607025
30,0.034749455749988556
31,0.046769045293331146
32,0.04814862087368965
33,0.0447305329144001
34,0.04011492058634758
35,0.041482310742139816
36,0.04714420065283775
37,0.049341339617967606
38,0.03871140256524086
39,0.03776484355330467
40,0.04450492188334465
41,0.044573478400707245
42,0.04184245318174362
43,0.055189430713653564
44,0.02828378975391388
45,0.04031725600361824
46,0.047719743102788925
47,0.03401003032922745
48,0.03502686321735382
49,0.03593837469816208
50,0.04781133309006691
51,0.03563827648758888
52,0.04657257720828056
53,0.03907390311360359
54,0.048028942197561264
55,0.0519341304898262
56,0.04398111626505852
57,0.04077240079641342
58,0.045813120901584625
59,0.037973083555698395
60,0.03608359768986702
61,0.03608286753296852
62,0.03907230496406555
63,0.048331551253795624
64,0.041365187615156174
65,0.04522617161273956
66,0.04633617401123047
67,0.04103975370526314
68,0.047556981444358826
69,0.03813070058822632
70,0.03138085827231407
71,0.04561646282672882
72,0.044085171073675156
73,0.044404324144124985
74,0.03714355453848839
75,0.03786075487732887
76,0.04078849032521248
77,0.03816216439008713
78,0.03235436603426933
79,0.045350685715675354
80,0.04018225148320198
81,0.03301086276769638
82,0.036501020193099976
83,0.04048740118741989
84,0.051125120371580124
85,0.045421261340379715
86,0.04232103377580643
87,0.038700249046087265
88,0.03938958793878555
89,0.04708300903439522
90,0.038739293813705444
91,0.044935114681720734
92,0.04488666355609894
93,0.042802341282367706
94,0.0432349368929863
95,0.04410687834024429
96,0.03631843626499176
97,0.04838600754737854
98,0.04569413885474205
99,0.041785795241594315
100,0.041492629796266556
101,0.04314511641860008
102,0.04628290608525276
103,0.04614529386162758
104,0.04238561913371086
105,0.04664560407400131
106,0.04498232528567314
107,0.03638826310634613
108,0.0421459935605526
109,0.04409986734390259
110,0.04961726814508438
111,0.050564978271722794
112,0.04674302414059639
113,0.04260950908064842
114,0.04744070768356323
115,0.04961918666958809
116,0.0474635474383831
117,0.0407366119325161
118,0.050539400428533554
119,0.04068679362535477
120,0.04429227113723755
121,0.034989550709724426
122,0.04515182226896286
123,0.04167165607213974
124,0.040396884083747864
125,0.043646931648254395
126,0.04107265546917915
127,0.046293798834085464
128,0.03986804187297821
129,0.03923327103257179
130,0.04506026953458786
131,0.04300656169652939
132,0.04969264194369316
133,0.046885278075933456
134,0.045247625559568405
135,0.045315079391002655
136,0.0485621877014637
137,0.04513256996870041
138,0.05356280505657196
139,0.041922129690647125
140,0.03985287621617317
141,0.051768820732831955
142,0.04466984048485756
143,0.04644864797592163
144,0.04423432797193527
145,0.04254532232880592
146,0.04470058158040047
147,0.04581195116043091
148,0.051705121994018555
149,0.034191302955150604
150,0.041316043585538864
151,0.04009689390659332
152,0.054968394339084625
153,0.04161085560917854
154,0.04754334315657616
155,0.036705974489450455
156,0.04242768511176109
157,0.047599487006664276
158,0.04062032327055931
159,0.04136406257748604
160,0.05585438758134842
161,0.049320247024297714
162,0.05213191360235214
163,0.045041054487228394
164,0.04923431947827339
165,0.04163200035691261
166,0.03906145691871643
167,0.04632195085287094
168,0.04824569821357727
169,0.04557520151138306
170,0.04695158451795578
171,0.04330964386463165
172,0.03677337244153023
173,0.047755178064107895
174,0.04531334713101387
175,0.03927219286561012
176,0.034685179591178894
177,0.044353000819683075
178,0.05755212903022766
179,0.03674259036779404
180,0.04764007404446602
181,0.04117731377482414
182,0.03711472824215889
183,0.043860822916030884
184,0.049317773431539536
185,0.05139295011758804
186,0.04698682948946953
187,0.05039314925670624
188,0.05140510946512222
189,0.038218848407268524
190,0.040986839681863785
191,0.04388617351651192
192,0.04522009566426277
193,0.053198155015707016
194,0.03060125559568405
195,0.043699778616428375
196,0.04921839013695717
197,0.05170490965247154
198,0.05717887356877327
199,0.04247467219829559
